Predicted   0   1    2   3  4   5   6   7   8
Actual                                       
0          54   3    0   0  0   1   0   0   0
1           4  87    0   0  0   0   0   0   2
2           0   0  110   0  0   0   0   0   0
3           0   1    1  11  0   4   0   1   0
4           0   0    0   0  0   0   0   0   1
5           3   0    1   0  0  18   0   6   0
6           0   0    0   0  0   0  14   0   1
7           4   2    0   0  0   0   0  37   3
8           0   2    0   0  0   2   0   0  34
