Predicted    0    1    2    3  4    5   6    7    8
Actual                                             
0          376    2    0    0  0    3   0    5    0
1            4  605    0    0  0    0   0    4    7
2            0    0  731    0  0    5   0    0    0
3            0    2    0  110  0    6   0    0    1
4            0    0    2    0  5    2   0    0    2
5            2    1    0    1  0  182   0    2    0
6            0    1    0    0  0    0  94    1    4
7            6    3    0    0  0    5   0  289    4
8            0    4    0    0  0    1   0    2  247
