Predicted    0    1    2   3  4    5   6    7    8
Actual                                            
0          366    4    0   1  0    5   0    5    5
1           13  595    1   0  0    3   2    0    6
2            0    0  731   0  0    5   0    0    0
3            0    1   27  71  0   14   0    0    6
4            0    0    0   0  0    8   0    0    3
5           11    3   25   0  0  138   0    4    7
6            0    2    0   0  0    2  93    0    3
7           18    9    2   5  0   10   0  258    5
8            1    8    2   0  0   54   1    2  186
