Predicted    0    1    2   3  4    5   6    7    8
Actual                                            
0          365    4    1   1  0    4   0    6    5
1           13  594    0   0  0    3   4    0    6
2            0    0  736   0  0    0   0    0    0
3            0    1   33  72  0    8   0    1    4
4            0    0    1   0  0    7   0    0    3
5           11    3   43   2  0  115   0    3   11
6            0    2    0   0  0    2  93    0    3
7           17    9    2   6  0   10   0  258    5
8            1    5    1   0  0   47   2    1  197
