Predicted    0    1    2   3  4    5   6    7    8
Actual                                            
0          365    4    0   1  0    5   0    6    5
1           13  594    0   0  0    3   2    0    8
2            0    0  733   1  0    2   0    0    0
3            0    1   27  75  0   12   0    0    4
4            0    0    1   0  0    7   0    0    3
5           11    3   29   2  0  127   0    3   13
6            0    2    0   0  0    2  93    0    3
7           17    9    2   1  0   10   0  263    5
8            1    5    2   0  0   45   1    1  199
