Predicted    0    1    2    3  4    5   6    7    8
Actual                                             
0          364    5    0    0  0    2   1   12    2
1            6  597    0    1  0    0   1    9    6
2            1    0  645    2  0   88   0    0    0
3            0    0    0  107  0    7   1    0    4
4            0    0    0    0  2    6   0    0    3
5            2    1    4    4  0  169   0    5    3
6            0    1    0    0  0    0  94    2    3
7            9    3    0    3  0    4   0  285    3
8            1    3    0    1  0    3   0    5  241
