Predicted    0    1    2   3  4    5   6    7    8
Actual                                            
0          364    6    1   0  0    3   1    9    2
1            8  595    0   0  0    4   4    4    5
2            0    0  731   1  0    3   0    0    1
3            0    1   23  88  0    5   1    1    0
4            0    0    1   0  2    3   0    0    5
5            3    1   36   4  0  136   0    4    4
6            0    1    0   1  0    0  95    1    2
7           10    6    3   1  0    5   1  276    5
8            1    4    3   0  0    4   1    1  240
