Predicted    0    1    2   3  4    5   6    7    8
Actual                                            
0          370    5    1   0  0    3   3    3    1
1            6  601    2   1  0    2   2    3    3
2            0    0  731   2  0    3   0    0    0
3            0    2   19  95  1    2   0    0    0
4            0    0    2   1  3    4   0    0    1
5            3    1   42   6  0  131   0    4    1
6            0    1    0   1  0    0  94    4    0
7           16    4    4   0  0    3   1  278    1
8            4    3    3   3  2    6   1    0  232
