Predicted    0    1    2    3  4    5   6    7    8
Actual                                             
0          365    8    0    1  0    2   0    8    2
1            9  598    0    2  0    1   3    4    3
2            0    0  724    8  0    3   0    0    1
3            0    0    5  108  0    2   0    2    2
4            1    0    0    6  0    1   0    1    2
5            1    3   26   22  0  116   0    4   16
6            2    0    0    0  0    0  93    2    3
7           10    8    2    5  1    1   0  278    2
8            1    8    0    5  0    2   3    3  232
