Predicted   0    1  2  3  4  5  6    7  8
Actual                                   
0          28    2  0  0  0  0  0  123  0
1          70  157  0  0  0  0  0   20  0
2           0  250  0  0  0  0  0   43  0
3           0    0  0  0  0  0  0   46  0
4           0    0  0  0  0  0  0    3  0
5           0    1  0  0  0  0  0   73  0
6           0    1  0  0  0  0  0   38  0
7           2    0  0  0  0  0  0  119  0
8           3    1  0  0  0  0  0   96  0
