Predicted    0    1    2   3  4    5   6    7    8
Actual                                            
0          368    4    0   0  0    4   0    7    3
1           10  585    0   0  0    6   6    6    7
2            0    0  722   0  0   14   0    0    0
3            0    1    8  75  0   30   0    2    3
4            0    0    2   1  0    5   0    0    3
5            4    2   16   1  0  152   0    4    9
6            0    3    0   0  0    3  93    0    1
7           13    8    0   2  0   11   0  268    5
8            1    9    2   1  0   42   0    4  195
