Predicted    0    1    2   3  4   5   6    7   8
Actual                                          
0          148    1    0   0  0   1   0    3   0
1            8  231    1   1  0   0   3    0   3
2            0    0  250   1  0  42   0    0   0
3            1    1    0  34  0   3   0    0   7
4            0    0    0   1  0   1   0    0   1
5            9    1    0  29  0  35   0    0   0
6            0    2    0   0  0   0  36    0   1
7            9    3    0   1  0   4   0  101   3
8            1    3    0  26  0   1   5    2  62
