epoch,acc,loss,val_acc,val_loss
0,0.00012274456855284154,0.00011937210092683444,0.0,0.00011922680149723795
1,0.00012274456855284154,0.00011932378846289233,0.0,0.0001191775240595124
2,0.00012274456855284154,0.00011927450919860263,0.0,0.00011912727986602062
3,0.00012274456855284154,0.00011922433622755504,0.0,0.00011907623086497907
4,0.00012274456855284154,0.00011917338274103713,0.0,0.00011902458429416468
5,0.00012274456855284154,0.0001191218194735427,0.0,0.00011897231855032074
6,0.00012274456855284154,0.00011906957384768478,0.0,0.0001189194800648063
7,0.00012274456855284154,0.00011901670965825954,0.0,0.000118866076132297
8,0.00012274456855284154,0.00011896322710978328,0.0,0.00011881203262947598
9,0.00012274456855284154,0.00011890911174322155,0.0,0.00011875739472557372
10,0.00012274456855284154,0.00011885434185126786,0.0,0.00011870196466482197
11,0.00012274456855284154,0.00011879885216375084,0.0,0.00011864590414942905
12,0.0002454891371056831,0.00011874269299168022,0.0,0.00011858908956566157
13,0.0003682337056585246,0.00011868589450076365,0.0,0.00011853165218826672
14,0.0003682337056585246,0.00011862847092229911,0.0,0.00011847365311282687
15,0.0003682337056585246,0.00011857051211574742,0.0003675119441381845,0.00011841522329320905
16,0.0003682337056585246,0.00011851203684838158,0.0003675119441381845,0.00011835640499467826
17,0.0006137228427642077,0.00011845319130738095,0.0003675119441381845,0.00011829717161626929
18,0.0006137228427642077,0.00011839403426930109,0.0003675119441381845,0.00011823773445221908
19,0.0011047011169755738,0.00011833468471172266,0.0011025358324145535,0.00011817820348152829
20,0.0014729348226340984,0.00011827530848039608,0.0011025358324145535,0.00011811865434634647
21,0.00159567939118694,0.00011821591922254222,0.001470047776552738,0.0001180590813323328
22,0.0020866576653983063,0.00011815652803741249,0.0033076074972436605,0.00011799947960221885
23,0.0023321468025039893,0.00011809710528621894,0.004410143329658214,0.00011793987992038993
24,0.0030686142138210385,0.00011803770153003492,0.005145167217934583,0.00011788033230136686
25,0.004296059899349454,0.00011797833590944265,0.006982726938625505,0.0001178207140272067
26,0.0052780164477721865,0.0001179189596486443,0.007717750826901874,0.00011776120696476179
27,0.006628206701853443,0.00011785969967277746,0.008820286659316428,0.0001177017325625691
28,0.008714864367251749,0.0001178004785130326,0.012495406100698273,0.00011764232403439912
29,0.01116975573830858,0.0001177413275791838,0.018375597206909223,0.00011758297373795607
30,0.01448385909014982,0.00011768224429468289,0.0213156927600147,0.0001175237117584289
31,0.01841168528384075,0.00011762324986938841,0.026460859977949284,0.00011746453340027124
32,0.023812446300165775,0.00011756433897426646,0.03234105108416024,0.00011740546492485018
33,0.028476739905173756,0.00011750553446066448,0.03932377802278574,0.00011734646326737432
34,0.03657788142874678,0.00011744678797789272,0.04667401690554943,0.00011728757872580863
35,0.04480176752178716,0.00011738816204363683,0.05622932745314223,0.00011722880017898158
36,0.050816251366244104,0.00011732963810228476,0.06247703050349136,0.000117170030611451
37,0.05683073523996563,0.0001172711383644097,0.06798970966556413,0.00011711137022874265
38,0.06370443107983928,0.00011721273762314072,0.07423741271591326,0.00011705280724118468
39,0.06996440407511968,0.00011715443320458348,0.07975009187798604,0.00011699436833798435
40,0.07610163250367627,0.00011709625132522695,0.08857037853730246,0.00011693600587111198
41,0.08260709462143007,0.00011703814323249348,0.09408305769937524,0.0001168776812039224
42,0.09070823616146441,0.00011698008257593145,0.10474090407938258,0.00011681947211241822
43,0.10138701362647615,0.00011692213988329939,0.1161337743476663,0.00011676132626639346
44,0.11292500306861421,0.00011686426100868367,0.12899669239250275,0.00011670332666952334
45,0.12470848165060151,0.00011680651608152725,0.137449467107681,0.00011664539435052664
46,0.1352645145470604,0.00011674883104460252,0.14773980154355015,0.00011658754068995302
47,0.14901190620851734,0.00011669122019708187,0.1587651598676957,0.00011652978656907884
48,0.15969068369090492,0.00011663370345831702,0.16758544652701213,0.0001164721033867859
49,0.17171965137616071,0.0001165762730218583,0.1800808526277104,0.00011641446430679685
50,0.18239842885489024,0.00011651888582943343,0.19147372289599413,0.0001163569498005077
51,0.19369092917821298,0.00011646162468245814,0.20433664094083057,0.00011629953858286786
52,0.20412421750703355,0.00011640447595961106,0.21719955898566704,0.00011624220992769302
53,0.2165214189290415,0.00011634739985791204,0.23079750091877985,0.00011618496963221806
54,0.23198723458681894,0.00011629041420064404,0.2513781697905182,0.00011612778354142404
55,0.24953970786975588,0.00011623348072093192,0.27048879088570377,0.0001160706992846226
56,0.26746041488395783,0.00011617663769368857,0.2866593164277839,0.0001160136716952573
