epoch,acc,loss,val_acc,val_loss
0,0.0,0.00011774310794179923,0.0,0.00011759503184210968
1,0.0,0.00011769308779533331,0.0,0.00011754479775901693
2,0.0,0.0001176429028399878,0.0,0.0001174944296389336
3,0.0,0.00011759261295527735,0.0,0.0001174439836973896
4,0.0,0.00011754227300783461,0.0,0.00011739339443472241
5,0.0,0.00011749184136474977,0.0,0.00011734274172869972
6,0.0,0.00011744138283804199,0.0,0.00011729206767879843
7,0.00012274456855284154,0.00011739092086402891,0.0,0.00011724137212992644
8,0.00012274456855284154,0.00011734043644502174,0.0,0.00011719070555385885
9,0.00012274456855284154,0.00011728994832150098,0.0,0.00011714004063299809
10,0.00012274456855284154,0.00011723947360406834,0.0,0.00011708938902598993
11,0.00012274456855284154,0.00011718903609609904,0.0003675119441381845,0.00011703870751027693
12,0.00012274456855284154,0.00011713859223294202,0.0011025358324145535,0.000116988072471381
13,0.00012274456855284154,0.00011708820018921408,0.0011025358324145535,0.00011693746217769337
14,0.0004909782742113662,0.00011703783709659919,0.0011025358324145535,0.00011688689343798639
15,0.0009819565493372506,0.00011698751449196005,0.001470047776552738,0.00011683636698493641
16,0.0017184239597397815,0.00011693723912969305,0.002205071664829107,0.0001167859250731124
17,0.0022094022339511476,0.00011688704150148162,0.0025725836089672913,0.00011673553027719183
18,0.0028231250767153555,0.00011683688930000201,0.0025725836089672913,0.00011668521924971085
19,0.0038050816251380877,0.00011678681548006405,0.00404263138552003,0.00011663497066550889
20,0.004541549036455137,0.00011673681005073397,0.005145167217934583,0.00011658479838126084
21,0.0058917392905363936,0.000116686879256457,0.006982726938625505,0.00011653470257612477
22,0.007487418681723334,0.00011663702167544299,0.009555310547592797,0.00011648466432351928
23,0.00969682091567448,0.00011658722008277545,0.013597941933112825,0.00011643471727842511
24,0.012397201423836995,0.00011653751063765067,0.015803013597941933,0.00011638483004539265
25,0.01509758193199951,0.00011648785753810606,0.018375597206909223,0.00011633502031561467
26,0.01767521787160918,0.00011643827958713805,0.022418228592429253,0.00011628528415296125
27,0.020130109242666012,0.00011638877947650264,0.025725836089672913,0.00011623561432425878
28,0.022462256046084518,0.00011633934135663314,0.02866593164277839,0.00011618601217987793
29,0.027003805082539658,0.0001162899716095098,0.03197353914002205,0.00011613651189088167
30,0.030317908417919568,0.00011624070307473463,0.03454612274898934,0.0001160870866611027
31,0.034245734627157305,0.00011619150832926178,0.03858875413450937,0.00011603774618379582
32,0.039278261936909295,0.0001161423968790803,0.04226387357589122,0.00011598849167830566
33,0.04418804468085199,0.00011609337595102816,0.04557148107313488,0.00011593929734051937
34,0.052289186203510495,0.00011604441364324188,0.0521866960676222,0.00011589016891151782
35,0.05805818092732308,0.00011599551246618135,0.05733186328555678,0.00011584112332575143
36,0.06456364305879465,0.00011594669253210452,0.06504961411245866,0.00011579216932453053
37,0.07291027372221691,0.00011589796178588914,0.07386990077177508,0.00011574328293275922
38,0.08383454032250529,0.00011584929295095516,0.08563028298419699,0.00011569449078616471
39,0.09218117100513243,0.00011580071729239701,0.09408305769937524,0.00011564576340655638
40,0.10077329078279743,0.00011575220632886397,0.10069827269386256,0.00011559712003337377
41,0.11157481281544747,0.00011570377689588776,0.11282616685042264,0.0001155485560325726
42,0.12139437828778606,0.00011565542867463731,0.12421903711870635,0.00011550005667040553
43,0.13366883515495895,0.00011560714714534842,0.1378169790518192,0.00011545165995245345
44,0.14790720510983213,0.0001155589643679605,0.15214994487320838,0.00011540333567052335
45,0.1617773413544742,0.0001155108554593594,0.17089305402425578,0.0001153550593922651
46,0.18190745058067886,0.00011546278268226892,0.18890113928702681,0.00011530688386770289
47,0.20044188041752564,0.00011541480408895334,0.21131936787945607,0.00011525876643314553
48,0.2162759298157133,0.00011536688695055312,0.22822491730981256,0.0001152107162871576
49,0.2329691911169513,0.00011531903803932633,0.2418228592429254,0.00011516275674168267
50,0.2513808763815872,0.00011527127926798881,0.2539507533994855,0.00011511486713203849
51,0.2696698171115074,0.00011522359465211816,0.2693862550532892,0.00011506707440948443
52,0.28648582299135794,0.0001151760085827391,0.288864388092613,0.00011501934860916162
53,0.3060022093912597,0.00011512849237755695,0.3035648658581404,0.00011497169992971111
54,0.3280962317454035,0.00011508105323393792,0.3219404630650496,0.00011492412851552897
55,0.3471216398893843,0.00011503369009179096,0.33847850055126794,0.00011487661978795998
56,0.3662697925507049,0.00011498638701849254,0.360529217199559,0.00011482919495985667
57,0.3846814778702119,0.00011493917297855198,0.38037486218302097,0.00011478184468558439
