Predicted  0    1    2   3  4   5  6   7   8
Actual                                      
0          0  150    0   1  0   0  0   0   2
1          1  231    7   1  0   0  0   0   7
2          0    0  250  42  0   1  0   0   0
3          0    2    0  37  0   5  0   1   1
4          0    0    0   2  0   1  0   0   0
5          0    7    0  26  0  20  0   0  21
6          0   37    0   0  0   0  0   1   1
7          0   10    0   2  0   3  0  98   8
8          0    6    2   7  0  13  0  12  60
