Predicted    0    1    2    3  4    5   6    7    8
Actual                                             
0          375    3    0    0  0    2   1    5    0
1            4  610    0    0  0    0   1    1    4
2            0    0  730    0  0    5   1    0    0
3            0    3    1  108  0    6   0    1    0
4            0    0    0    0  4    3   3    0    1
5            0    2    0    1  1  183   0    1    0
6            0    1    0    0  0    1  97    0    1
7            5    2    0    1  0    5   0  292    2
8            0    6    0    0  1    4   0    1  242
