Predicted    0    1    2   3  4    5   6    7    8
Actual                                            
0          369    6    0   0  0    2   1    7    1
1            6  598    0   0  0    0  11    2    3
2            0    0  625   1  0  109   1    0    0
3            0    2    0  91  5   16   1    1    3
4            0    0    0   0  2    3   0    0    6
5            1    2    0   1  0  177   1    1    5
6            0    2    0   0  0    0  94    2    2
7            8    6    0   1  0    7   0  283    2
8            1    4    0   0  1    1   1    1  245
