Predicted  0  1    2  3  4  5  6   7   8
Actual                                  
0          0  0  151  0  0  0  0   2   0
1          0  0  242  0  0  0  0   4   1
2          0  0  250  0  0  0  0  43   0
3          0  0    2  0  0  0  0  44   0
4          0  0    0  0  0  0  0   2   1
5          0  0    9  0  0  0  0  47  18
6          0  0    2  0  0  0  0   2  35
7          0  0   12  0  0  0  0  98  11
8          0  0    7  0  0  0  0  52  41
