Predicted    0    1    2   3  4   5   6   7   8
Actual                                         
0          131    4    0   1  0  10   0   6   1
1            5  230    0   1  0   3   3   1   4
2            0    0  250  43  0   0   0   0   0
3            0    1    0  40  0   4   0   0   1
4            0    0    0   2  0   0   0   0   1
5            2    1    0  30  0  31   0   0  10
6            0    1    0   0  0   0  37   0   1
7            7    3    0   3  0   4   0  99   5
8            0    4    0  14  0   7   3   0  72
