Predicted   0    1    2  3  4   5  6   7   8
Actual                                      
0          72   77    3  0  0   0  0   1   0
1           3  197   44  0  0   1  0   0   2
2           0    0  293  0  0   0  0   0   0
3           0    2   42  0  0   1  0   1   0
4           0    0    2  0  0   0  0   0   1
5           7    1   37  0  0  11  0   0  18
6           2    2    0  0  0   0  8   2  25
7          11    5    6  0  0   3  0  93   3
8           1    8   21  0  0  13  1   2  54
