Predicted    0    1    2   3  4    5   6    7    8
Actual                                            
0          374    5    0   0  1    3   1    2    0
1            9  600    1   0  0    1   1    1    7
2            0    0  729   1  0    6   0    0    0
3            0    3    7  99  1    8   0    0    1
4            0    0    1   0  6    2   0    0    2
5            3    1   12   3  0  163   0    2    4
6            0    0    0   2  0    1  93    1    3
7           13    4    4   1  1    4   0  279    1
8            0    6    1   0  1    3   1    2  240
