epoch,acc,loss,val_acc,val_loss
0,0.5921197987428044,0.009742676980274029,0.6030871003307607,0.00916163561005215
1,0.5938382226366989,0.008742960389853036,0.6030871003307607,0.008375268803621229
2,0.5938382227025443,0.008104618846635332,0.6030871003307607,0.007858706538786907
3,0.5938382226842539,0.007675103284955863,0.6030871003307607,0.007500633691841081
4,0.593838222687912,0.007369947143843734,0.6030871003307607,0.007238171703241374
5,0.5938382226366989,0.0071410819663715,0.6030871003307607,0.007036311792203584
6,0.5938382226001182,0.006961689291999057,0.6030871003307607,0.006874612870378689
7,0.5938382226001182,0.006815789355786099,0.6030871003307607,0.006740103633536963
8,0.5938382226001182,0.006691099680711887,0.6030871003307607,0.006623202729669017
9,0.5938382227244927,0.006583754401240186,0.6030871003307607,0.006523004665256138
10,0.5938382226842539,0.0064914572678874015,0.6030871003307607,0.006436583559511066
11,0.5938382226842539,0.00641159376514063,0.6030871003307607,0.006361430004486888
12,0.5938382226476732,0.0063420621840217205,0.6030871003307607,0.006295844182633589
13,0.5938382226001182,0.00628133118072598,0.6030871003307607,0.00623832934117441
14,0.5938382226513312,0.00622804760288187,0.6030871003307607,0.006187875267222267
15,0.5938382226366989,0.006181320556082454,0.6030871003307607,0.006143553145517325
16,0.5938382227025443,0.006140296742339723,0.6030871003307607,0.006104649219645522
17,0.5938382226366989,0.006104280873394636,0.6030871003307607,0.0060703502264584375
18,0.5938382226659635,0.006072547743836565,0.6030871003307607,0.006040207763058392
19,0.593838222687912,0.006044685138713894,0.6030871003307607,0.006013600011357886
20,0.5938382227244927,0.006020111447707508,0.6030871003307607,0.005990172678502725
21,0.5938382226366989,0.005998489464885459,0.6030871003307607,0.005969503823255669
22,0.5938382226842539,0.005979433534622313,0.6030871003307607,0.005951293637700179
23,0.5938382226366989,0.005962664248542734,0.6030871003307607,0.005935212676914786
24,0.5938382226659635,0.005947870680369822,0.6030871003307607,0.0059210380982711655
25,0.5938382226001182,0.00593484659788176,0.6030871003307607,0.005908527019191007
26,0.5938382226513312,0.005923366215598098,0.6030871003307607,0.005897463458233904
27,0.5938382226476732,0.005913221889166443,0.6030871003307607,0.005887706035772768
28,0.5938382227025443,0.005904302064158371,0.6030871003307607,0.005879077929640596
29,0.5938382226513312,0.005896419341541846,0.6030871003307607,0.005871449069310635
30,0.5938382227025443,0.005889465171538318,0.6030871003307607,0.005864700362293713
31,0.5938382226513312,0.005883323880786089,0.6030871003307607,0.005858746275116814
32,0.5938382226293828,0.005877915186695714,0.6030871003307607,0.005853495692789078
33,0.5938382226842539,0.005873155353342326,0.6030871003307607,0.005848836153317811
34,0.5938382226842539,0.0058689410866840505,0.6030871003307607,0.005844715597533793
35,0.5938382226001182,0.005865227592928623,0.6030871003307607,0.005841085876898484
36,0.5938382226001182,0.005861959149332826,0.6030871003307607,0.0058378704509689985
37,0.5938382226842539,0.005859072756902896,0.6030871003307607,0.005835026910512111
38,0.5938382226476732,0.005856526555621278,0.6030871003307607,0.0058325155891782
39,0.5938382227244927,0.005854283633014425,0.6030871003307607,0.005830266218918599
40,0.5938382226513312,0.0058522886131701845,0.6030871003307607,0.0058282840969085484
41,0.5938382226842539,0.00585053065733197,0.6030871003307607,0.005826541624117187
42,0.5938382226513312,0.005848993346981253,0.6030871003307607,0.005824986142142293
43,0.5938382227025443,0.005847625713726835,0.6030871003307607,0.00582361538385858
44,0.5938382226513312,0.005846424401629494,0.6030871003307607,0.005822395255449627
45,0.5938382226366989,0.00584535896626068,0.6030871003307607,0.005821310151101407
46,0.5938382226366989,0.005844416791211704,0.6030871003307607,0.005820339003191745
47,0.593838222687912,0.005843580324704389,0.6030871003307607,0.0058194869607775986
48,0.5938382226001182,0.005842851962891,0.6030871003307607,0.005818728664913891
49,0.5938382226366989,0.0058422036763571905,0.6030871003307607,0.005818053653452769
50,0.593838222687912,0.005841629454717214,0.6030871003307607,0.005817459250681543
51,0.5938382227025443,0.005841127193092886,0.6030871003307607,0.005816931415996824
52,0.5938382226366989,0.00584068773709886,0.6030871003307607,0.0058164607274158835
53,0.5938382226842539,0.005840295044540887,0.6030871003307607,0.005816046225635396
54,0.593838222687912,0.005839952817503365,0.6030871003307607,0.0058156722281723725
55,0.5938382226513312,0.0058396450744360425,0.6030871003307607,0.0058153461269933
56,0.5938382226842539,0.00583937603029661,0.6030871003307607,0.005815049694736037
57,0.5938382226366989,0.0058391412135478365,0.6030871003307607,0.005814788230800593
58,0.5938382227025443,0.005838935300435748,0.6030871003307607,0.005814557054443904
59,0.593838222687912,0.005838749254490698,0.6030871003307607,0.005814351173284101
