Predicted    0    1    2   3  4    5   6    7    8
Actual                                            
0          357    1    0   1  0    4   2   18    3
1           11  589    1   1  0    4   2    8    4
2            0    0  733   0  0    3   0    0    0
3            0    1    8  93  0   16   1    0    0
4            0    0    2   1  0    5   2    0    1
5            2    0   38   4  0  139   0    2    3
6            0    0    0   0  0    1  96    1    2
7           10    4    4   2  0    5  10  269    3
8            3    1    2   1  0   49   1    2  195
